event_id,learner_id,session_id,instrument,score,max_score,assessment_date
E01197,VU0105,S014,Professionalism Attestation,P,,2024-09-17
E00431,VU0037,S008,Quiz: Antimicrobial Stewardship,21,25,2024-12-25
E00566,VU0050,S003,OSCE: Communication Station,91.4,100,2025-02-25
E01332,VU0116,S016,OSCE: Shared Decision-Making,83.2,100,2025-02-02
E00488,VU0042,S013,Quiz: Acute Kidney Injury,17,20,2025-02-08
E00762,VU0065,S002,Quiz: Cardiology ECG,44,50,2024-12-18
E01239,VU0108,S016,OSCE: Shared Decision-Making,89.9,100,2024-09-30
E01673,VU0145,S018,Facilitator Eval: Journal Club,5,9,2024-11-14
E01207,VU0106,S018,Facilitator Eval: Journal Club,8,9,01/05/2025
E00741,VU0063,S021,Quiz: Renal Replacement (RRT),22,25,2024-12-13
E00739,VU0063,S013,Quiz: Acute Kidney Injury,45,50,2025-01-19
E01631,VU0141,S003,OSCE: Communication Station,93.5,100,2024-12-04
E00267,VU0023,S006,Facilitator Eval: QI Project,7,9,11/05/2024
E01131,VU0099,S001,Quiz: Renal Acid-Base,17,25,2024-09-14
E01399,VU0122,S008,Quiz: Antimicrobial Stewardship,18,25,2025-03-21
E01598,VU0138,S014,Professionalism Attestation,F,,2025-02-01
E01371,VU0119,S005,Quiz: Heart Failure,22,25,2024-10-20
E00199,VU0018,S018,Facilitator Eval: Journal Club,5,9,2025-01-29
E00229,VU0020,S015,Quiz: Nutrition,17,20,2024-12-11
E01608,VU0139,S014,Professionalism Attestation,P,,12/23/2024
E00685,VU0059,S013,Quiz: Acute Kidney Injury,14,20,2024-12-11
E01517,VU0131,S006,Facilitator Eval: QI Project,6,9,11/26/2024
E01007,VU0088,S007,Facilitator Eval: Clinical Reasoning,7,9,2024-12-31
E00517,VU0045,S002,Quiz: Cardiology ECG,19,20,2024-09-15
E00379,VU0033,S020,OSCE: Pre-Clerkship Capstone,82.1,100,12/07/2024
E01677,VU0145,S011,Quiz: Pulmonary Embolism,19,25,10/19/2024
E00207,VU0018,S010,Facilitator Eval: IP Rounds,7,9,09/10/24
E01243,VU0108,S021,Quiz: Renal Replacement (RRT),38,50,2025-03-26
E00574,VU0051,S014,Professionalism Attestation,P,,03/05/2025
E00967,VU0084,S018,Facilitator Eval: Journal Club,7,9,2025-01-12
E00585,VU0051,S010,Facilitator Eval: IP Rounds,9,9,2025-03-05
E00435,VU0038,S005,Quiz: Heart Failure,21,25,2024-09-13
E00659,VU0057,S004,Quiz: Endocrine/DKA,14,20,2025-02-23
E01353,VU0118,S001,Quiz: Renal Acid-Base,42,50,2025-04-11
E01594,VU0138,S017,Quiz: Sepsis Bundles,19,25,2024-10-30
E00002,VU0001,S015,Quiz: Nutrition,19,25,2025-02-20
E00084,VU0008,S021,Quiz: Renal Replacement (RRT),17,20,10/28/24
E00373,VU0032,S014,Professionalism Attestation,P,,2024-12-02
E00098,VU0009,S008,Quiz: Antimicrobial Stewardship,23,25,2025-04-22
E00656,VU0057,S003,OSCE: Communication Station,90.2,100,2024-09-02
E00506,VU0044,S003,OSCE: Communication Station,85.3,100,2025-03-21
E00857,VU0074,S006,Facilitator Eval: QI Project,8,9,03/31/2025
E01458,VU0126,S016,OSCE: Shared Decision-Making,89.3,100,2025-02-26
E00719,VU0062,S003,OSCE: Communication Station,75.5,100,2025-02-14
E00575,VU0051,S015,Quiz: Nutrition,20,25,2025-02-12
E00745,VU0064,S018,Facilitator Eval: Journal Club,5,9,2024-11-30
E01653,VU0143,S017,Quiz: Sepsis Bundles,16,25,2024-11-26
E00226,VU0020,S006,Facilitator Eval: QI Project,5,9,2025-01-09
E00624,VU0054,S005,Quiz: Heart Failure,12,20,2024-09-14
E00106,VU0009,S016,OSCE: Shared Decision-Making,86.8,100,2024-09-13
E01319,VU0115,S015,Quiz: Nutrition,23,25,09/30/24
E00875,VU0075,S010,Facilitator Eval: IP Rounds,8,9,2024-12-22
E01045,VU0091,S018,Facilitator Eval: Journal Club,7,9,2024-09-04
E00126,VU0011,S005,Quiz: Heart Failure,18,25,2024-12-24
E01626,VU0141,S002,Quiz: Cardiology ECG,23,25,2025-04-25
E00873,VU0075,S001,Quiz: Renal Acid-Base,19,25,2024-11-29
E00689,VU0059,S006,Facilitator Eval: QI Project,6,9,10/27/2024
E00455,VU0040,S001,Quiz: Renal Acid-Base,17,20,2025-01-23
E00474,VU0041,S002,Quiz: Cardiology ECG,37,50,2024-09-13
E01298,VU0113,S008,Quiz: Antimicrobial Stewardship,19,20,10/14/24
E01434,VU0125,S001,Quiz: Renal Acid-Base,13,20,02/16/25
E00628,VU0054,S018,Facilitator Eval: Journal Club,7,9,2025-04-11
E01076,VU0094,S006,Facilitator Eval: QI Project,7,9,2025-01-04
E00835,VU0072,S010,Facilitator Eval: IP Rounds,6,9,2024-11-05
E00779,VU0067,S011,Quiz: Pulmonary Embolism,16,25,2025-04-16
E01728,VU0149,S017,Quiz: Sepsis Bundles,11,20,2024-10-28
E00187,VU0017,S016,OSCE: Shared Decision-Making,76.0,100,2025-01-11
E00409,VU0035,S015,Quiz: Nutrition,43,50,2025-04-17
E01263,VU0110,S006,Facilitator Eval: QI Project,5,9,01/03/2025
E00037,VU0003,S006,Facilitator Eval: QI Project,8,9,09/14/24
E00874,VU0075,S021,Quiz: Renal Replacement (RRT),20,25,2024-11-29
E00300,VU0026,S002,Quiz: Cardiology ECG,20,25,2025-01-31
E00394,VU0034,S017,Quiz: Sepsis Bundles,44,,2025-03-17
E00561,VU0049,S002,Quiz: Cardiology ECG,14,20,2024-10-29
E00079,VU0007,S001,Quiz: Renal Acid-Base,48,50,11/04/2024
E00822,VU0071,S004,Quiz: Endocrine/DKA,17,,2025-04-17
E00271,VU0024,S002,Quiz: Cardiology ECG,43,50,2024-09-16
E00247,VU0022,S011,Quiz: Pulmonary Embolism,20,20,2024-12-19
E00470,VU0041,S017,Quiz: Sepsis Bundles,23,25,2024-10-31
E00305,VU0026,S013,Quiz: Acute Kidney Injury,23,25,2025-03-20
E01300,VU0113,S017,Quiz: Sepsis Bundles,20,20,10/28/2024
E01289,VU0112,S005,Quiz: Heart Failure,33,50,2025-02-08
E01211,VU0106,S016,OSCE: Shared Decision-Making,91.5,100,2025-01-20
E00387,VU0033,S004,Quiz: Endocrine/DKA,11,20,2024-11-10
E00372,VU0032,S016,OSCE: Shared Decision-Making,99.6,100,2024-11-10
E01252,VU0109,S013,Quiz: Acute Kidney Injury,18,20,02/19/2025
E01029,VU0089,S002,Quiz: Cardiology ECG,19,20,2024-11-05
E01496,VU0129,S008,Quiz: Antimicrobial Stewardship,13,20,2025-04-14
E01568,VU0135,S003,OSCE: Communication Station,81.4,100,2024-12-28
E00212,VU0019,S002,Quiz: Cardiology ECG,48,50,2025-03-13
E01447,VU0125,S004,Quiz: Endocrine/DKA,22,25,01/09/2025
E00971,VU0084,S004,Quiz: Endocrine/DKA,15,20,2024-11-19
E01640,VU0142,S013,Quiz: Acute Kidney Injury,21,25,2024-09-28
E01580,VU0136,S001,Quiz: Renal Acid-Base,45,50,2024-09-03
E01628,VU0141,S005,Quiz: Heart Failure,17,20,2025-01-29
E00507,VU0044,S005,Quiz: Heart Failure,20,25,01/16/2025
E01436,VU0125,S005,Quiz: Heart Failure,20,20,2025-04-16
E00540,VU0047,S007,Facilitator Eval: Clinical Reasoning,7,9,2025-02-19
E00236,VU0021,S018,Facilitator Eval: Journal Club,4,9,09/01/2024
E01571,VU0135,S007,Facilitator Eval: Clinical Reasoning,8,9,2024-11-03
E00576,VU0051,S011,Quiz: Pulmonary Embolism,21,25,2025-04-12
E00511,VU0045,S014,Professionalism Attestation,P,,2025-04-04
E00383,VU0033,S007,Facilitator Eval: Clinical Reasoning,9,9,2025-02-05
E01048,VU0091,S007,Facilitator Eval: Clinical Reasoning,4,9,04/17/2025
E01494,VU0129,S015,Quiz: Nutrition,20,25,2024-09-25
E00313,VU0027,S021,Quiz: Renal Replacement (RRT),14,20,02/22/2025
E01265,VU0110,S014,Professionalism Attestation,P,,2025-04-18
E00508,VU0044,S016,OSCE: Shared Decision-Making,95.1,100,2024-12-31
E00879,VU0076,S008,Quiz: Antimicrobial Stewardship,32,,2024-10-07
E01559,VU0134,S021,Quiz: Renal Replacement (RRT),39,50,2024-10-16
E00170,VU0015,S002,Quiz: Cardiology ECG,13,20,2025-03-15
E00996,VU0086,S002,Quiz: Cardiology ECG,23,25,2024-11-23
E00578,VU0051,S018,Facilitator Eval: Journal Club,5,9,03/14/2025
E00593,VU0052,S011,Quiz: Pulmonary Embolism,47,50,02/12/25
E00984,VU0085,S010,Facilitator Eval: IP Rounds,7,9,11/06/24
E00890,VU0077,S001,Quiz: Renal Acid-Base,20,20,2025-04-13
E00017,VU0002,S005,Quiz: Heart Failure,15,20,03/21/25
E01511,VU0130,S010,Facilitator Eval: IP Rounds,6,9,2025-04-24
E01223,VU0107,S007,Facilitator Eval: Clinical Reasoning,7,9,2025-02-21
E00880,VU0076,S003,OSCE: Communication Station,75.2,100,01/28/25
E00701,VU0060,S018,Facilitator Eval: Journal Club,7,9,2024-11-02
E01390,VU0121,S021,Quiz: Renal Replacement (RRT),36,50,2025-02-18
E00107,VU0010,S018,Facilitator Eval: Journal Club,7,9,2025-02-05
E00485,VU0042,S017,Quiz: Sepsis Bundles,14,20,2024-11-16
E01402,VU0122,S004,Quiz: Endocrine/DKA,45,50,03/09/2025
E01572,VU0136,S018,Facilitator Eval: Journal Club,9,9,2025-01-16
E00028,VU0003,S003,OSCE: Communication Station,90.6,100,01/20/2025
E01025,VU0089,S018,Facilitator Eval: Journal Club,6,9,2024-09-14
E00705,VU0060,S006,Facilitator Eval: QI Project,6,9,11/12/24
E01666,VU0144,S017,Quiz: Sepsis Bundles,16,20,2025-01-02
E00259,VU0023,S001,Quiz: Renal Acid-Base,16,25,11/22/2024
E00044,VU0004,S017,Quiz: Sepsis Bundles,19,25,2024-10-26
E00221,VU0020,S001,Quiz: Renal Acid-Base,29,50,2025-03-15
E00225,VU0020,S021,Quiz: Renal Replacement (RRT),42,50,2025-01-12
E00270,VU0024,S004,Quiz: Endocrine/DKA,42,50,2025-02-09
E00797,VU0069,S006,Facilitator Eval: QI Project,6,9,2024-09-21
E01520,VU0131,S001,Quiz: Renal Acid-Base,14,20,2024-10-24
E01487,VU0128,S017,Quiz: Sepsis Bundles,18,20,11/25/2024
E01028,VU0089,S013,Quiz: Acute Kidney Injury,20,25,09/20/2024
E00819,VU0071,S001,Quiz: Renal Acid-Base,16,20,2025-03-14
E01599,VU0138,S021,Quiz: Renal Replacement (RRT),42,50,2025-03-02
E01566,VU0135,S016,OSCE: Shared Decision-Making,87.6,100,2024-11-03
E01539,VU0133,S011,Quiz: Pulmonary Embolism,23,,2024-09-26
E00666,VU0057,S014,Professionalism Attestation,P,,2024-09-22
E00261,VU0023,S011,Quiz: Pulmonary Embolism,42,50,09/26/2024
E01463,VU0127,S011,Quiz: Pulmonary Embolism,15,25,2025-02-28
E01397,VU0121,S013,Quiz: Acute Kidney Injury,39,50,03/02/2025
E01726,VU0149,S015,Quiz: Nutrition,24,25,2024-09-29
E01127,VU0098,S003,OSCE: Communication Station,77.5,100,2024-09-29
E01002,VU0087,S003,OSCE: Communication Station,74.9,100,2025-04-28
E01633,VU0141,S013,Quiz: Acute Kidney Injury,18,20,2024-11-03
E00244,VU0021,S004,Quiz: Endocrine/DKA,17,20,10/26/2024
E00545,VU0048,S020,OSCE: Pre-Clerkship Capstone,72.9,100,2025-04-11
E01363,VU0118,S021,Quiz: Renal Replacement (RRT),23,25,12/23/24
E00982,VU0085,S017,Quiz: Sepsis Bundles,38,50,2024-12-26
E00408,VU0035,S008,Quiz: Antimicrobial Stewardship,42,50,2024-09-15
E01365,VU0119,S016,OSCE: Shared Decision-Making,83.2,100,01/30/2025
E00329,VU0028,S003,OSCE: Communication Station,94.5,100,2025-04-06
E00065,VU0006,S013,Quiz: Acute Kidney Injury,30,50,04/25/2025
E00679,VU0058,S003,OSCE: Communication Station,82.4,100,2025-02-13
E01524,VU0132,S002,Quiz: Cardiology ECG,43,50,2024-11-23
E00863,VU0075,S006,Facilitator Eval: QI Project,7,9,12/24/2024
E00809,VU0070,S001,Quiz: Renal Acid-Base,40,50,10/02/24
E01731,VU0149,S018,Facilitator Eval: Journal Club,8,9,2024-09-25
E00083,VU0007,S003,OSCE: Communication Station,79.8,100,2024-12-06
E00584,VU0051,S020,OSCE: Pre-Clerkship Capstone,69.6,100,2024-09-29
E00389,VU0033,S002,Quiz: Cardiology ECG,12,20,02/16/2025
E00227,VU0020,S020,OSCE: Pre-Clerkship Capstone,93.4,100,2024-10-04
E00407,VU0035,S014,Professionalism Attestation,P,,2024-09-20
E01453,VU0126,S015,Quiz: Nutrition,36,,09/01/2024
E00736,VU0063,S001,Quiz: Renal Acid-Base,20,20,09/01/24
E00012,VU0001,S003,OSCE: Communication Station,75.8,100,2024-12-04
E00889,VU0077,S021,Quiz: Renal Replacement (RRT),18,20,2025-01-07
E01531,VU0132,S005,Quiz: Heart Failure,44,50,04/24/2025
E01747,VU0150,S004,Quiz: Endocrine/DKA,46,50,10/19/24
E00287,VU0025,S018,Facilitator Eval: Journal Club,7,9,2024-12-09
E00332,VU0028,S007,Facilitator Eval: Clinical Reasoning,7,9,2024-12-28
E00900,VU0078,S008,Quiz: Antimicrobial Stewardship,44,50,2024-11-17
E01664,VU0144,S004,Quiz: Endocrine/DKA,15,20,2024-10-03
E00899,VU0078,S020,OSCE: Pre-Clerkship Capstone,66.8,100,12/15/24
E00223,VU0020,S004,Quiz: Endocrine/DKA,38,50,09/16/2024
E00552,VU0048,S010,Facilitator Eval: IP Rounds,8,9,2025-03-19
E01099,VU0096,S021,Quiz: Renal Replacement (RRT),20,20,2025-01-16
E00374,VU0032,S010,Facilitator Eval: IP Rounds,5,9,2025-04-20
E00878,VU0076,S002,Quiz: Cardiology ECG,40,50,2024-10-25
E00747,VU0064,S008,Quiz: Antimicrobial Stewardship,18,20,2024-09-20
E01713,VU0148,S010,Facilitator Eval: IP Rounds,8,9,12/18/24
E00767,VU0066,S008,Quiz: Antimicrobial Stewardship,19,25,2025-03-04
E00810,VU0070,S004,Quiz: Endocrine/DKA,20,20,03/08/25
E00964,VU0084,S021,Quiz: Renal Replacement (RRT),12,20,2024-11-23
E00464,VU0040,S020,OSCE: Pre-Clerkship Capstone,84.5,100,10/05/24
E00513,VU0045,S007,Facilitator Eval: Clinical Reasoning,8,9,2025-03-10
E01345,VU0117,S014,Professionalism Attestation,P,,2024-12-18
E01576,VU0136,S008,Quiz: Antimicrobial Stewardship,18,25,03/16/2025
E00319,VU0027,S013,Quiz: Acute Kidney Injury,50,50,2025-04-11
E00015,VU0002,S021,Quiz: Renal Replacement (RRT),41,50,2025-01-23
E00999,VU0087,S014,Professionalism Attestation,P,,2024-12-25
E00254,VU0022,S005,Quiz: Heart Failure,39,50,2025-04-05
E00842,VU0073,S004,Quiz: Endocrine/DKA,13,20,2024-11-03
E00315,VU0027,S015,Quiz: Nutrition,21,25,03/29/2025
E01054,VU0092,S013,Quiz: Acute Kidney Injury,25,25,2025-03-28
E01084,VU0095,S002,Quiz: Cardiology ECG,17,20,2025-01-27
E00174,VU0015,S005,Quiz: Heart Failure,17,25,2024-09-25
E00405,VU0035,S005,Quiz: Heart Failure,19,25,11/25/2024
E01008,VU0088,S001,Quiz: Renal Acid-Base,25,25,04/04/25
E00883,VU0076,S016,OSCE: Shared Decision-Making,79.7,100,2024-09-18
E00208,VU0019,S004,Quiz: Endocrine/DKA,18,20,2025-01-18
E00019,VU0002,S017,Quiz: Sepsis Bundles,13,20,2025-04-10
E00727,VU0062,S004,Quiz: Endocrine/DKA,13,20,02/23/2025
E00824,VU0071,S020,OSCE: Pre-Clerkship Capstone,96.4,100,01/03/2025
E00382,VU0033,S016,OSCE: Shared Decision-Making,81.8,100,2025-03-04
E01480,VU0128,S021,Quiz: Renal Replacement (RRT),39,50,01/11/2025
E00717,VU0061,S016,OSCE: Shared Decision-Making,77.6,100,2025-03-16
E00011,VU0001,S004,Quiz: Endocrine/DKA,23,,2025-01-04
E00220,VU0020,S008,Quiz: Antimicrobial Stewardship,20,25,12/16/2024
E00725,VU0062,S015,Quiz: Nutrition,43,50,2024-10-12
E00612,VU0053,S021,Quiz: Renal Replacement (RRT),22,25,2025-03-08
E00673,VU0058,S020,OSCE: Pre-Clerkship Capstone,74.5,100,2024-12-25
E00943,VU0082,S017,Quiz: Sepsis Bundles,16,25,2024-10-04
E01261,VU0110,S020,OSCE: Pre-Clerkship Capstone,83.8,100,2024-10-05
E00013,VU0002,S001,Quiz: Renal Acid-Base,-3,20,2025-02-12
E00729,VU0062,S008,Quiz: Antimicrobial Stewardship,23,25,2024-12-21
E00118,VU0010,S017,Quiz: Sepsis Bundles,10,20,2024-10-22
E01000,VU0087,S021,Quiz: Renal Replacement (RRT),15,20,2025-01-26
E01266,VU0110,S013,Quiz: Acute Kidney Injury,42,50,2024-09-24
E00949,VU0082,S013,Quiz: Acute Kidney Injury,18,25,2024-10-22
E00073,VU0007,S016,OSCE: Shared Decision-Making,93.2,100,11/27/24
E01692,VU0146,S020,OSCE: Pre-Clerkship Capstone,70.5,100,2024-10-12
E01056,VU0092,S005,Quiz: Heart Failure,24,25,2024-10-07
E01317,VU0115,S010,Facilitator Eval: IP Rounds,6,9,2024-10-09
E00625,VU0054,S021,Quiz: Renal Replacement (RRT),19,25,2025-03-21
E00446,VU0039,S004,Quiz: Endocrine/DKA,22,25,12/15/2024
E00807,VU0070,S003,OSCE: Communication Station,76.2,100,2024-12-10
E01165,VU0102,S004,Quiz: Endocrine/DKA,20,25,03/26/2025
E01293,VU0113,S014,Professionalism Attestation,P,,12/06/24
E01512,VU0131,S018,Facilitator Eval: Journal Club,5,9,10/18/2024
E00005,VU0001,S016,OSCE: Shared Decision-Making,68.4,100,2024-09-17
E00437,VU0038,S002,Quiz: Cardiology ECG,17,20,2024-09-25
E00543,VU0048,S004,Quiz: Endocrine/DKA,11,20,2024-11-15
E00602,VU0053,S018,Facilitator Eval: Journal Club,6,9,09/25/2024
E00990,VU0086,S011,Quiz: Pulmonary Embolism,13,20,2024-12-12
E00613,VU0053,S008,Quiz: Antimicrobial Stewardship,34,50,04/24/25
E00595,VU0052,S018,Facilitator Eval: Journal Club,4,9,2024-11-22
E00242,VU0021,S013,Quiz: Acute Kidney Injury,42,50,2024-12-24
E01570,VU0135,S017,Quiz: Sepsis Bundles,16,25,03/02/2025
E01105,VU0096,S004,Quiz: Endocrine/DKA,18,20,2024-12-30
E01704,VU0147,S014,Professionalism Attestation,P,,01/25/25
E00512,VU0045,S013,Quiz: Acute Kidney Injury,14,20,09/26/24
E01391,VU0121,S014,Professionalism Attestation,P,,12/15/24
E00693,VU0059,S002,Quiz: Cardiology ECG,49,50,02/28/25
E00232,VU0020,S002,Quiz: Cardiology ECG,23,25,04/28/2025
E00765,VU0066,S018,Facilitator Eval: Journal Club,9,9,2025-01-06
E00350,VU0030,S021,Quiz: Renal Replacement (RRT),19,25,01/23/2025
E00777,VU0067,S006,Facilitator Eval: QI Project,7,9,2024-09-19
E01015,VU0088,S015,Quiz: Nutrition,43,50,2024-09-02
E00866,VU0075,S013,Quiz: Acute Kidney Injury,21,25,2024-09-13
E00105,VU0009,S005,Quiz: Heart Failure,22,25,2025-03-06
E00724,VU0062,S005,Quiz: Heart Failure,43,50,10/06/2024
E01053,VU0092,S018,Facilitator Eval: Journal Club,5,9,2024-12-09
E00274,VU0024,S011,Quiz: Pulmonary Embolism,35,50,2024-11-13
E01720,VU0148,S015,Quiz: Nutrition,22,25,2025-01-20
E00752,VU0064,S010,Facilitator Eval: IP Rounds,8,9,10/01/24
E00154,VU0014,S020,OSCE: Pre-Clerkship Capstone,83.0,100,2024-11-07
E00359,VU0031,S002,Quiz: Cardiology ECG,25,25,10/05/24
E00461,VU0040,S003,OSCE: Communication Station,83.9,100,10/07/2024
E01073,VU0093,S005,Quiz: Heart Failure,14,,2025-03-27
E01565,VU0135,S013,Quiz: Acute Kidney Injury,12,20,2024-10-22
E01382,VU0120,S001,Quiz: Renal Acid-Base,38,50,2025-04-07
E00346,VU0030,S011,Quiz: Pulmonary Embolism,20,25,2025-01-22
E00919,VU0080,S002,Quiz: Cardiology ECG,50,50,2024-10-16
E01244,VU0108,S008,Quiz: Antimicrobial Stewardship,14,20,2025-03-15
E00087,VU0008,S013,Quiz: Acute Kidney Injury,40,50,11/26/2024
E01248,VU0109,S015,Quiz: Nutrition,19,25,2025-03-25
E01401,VU0122,S018,Facilitator Eval: Journal Club,8,9,2025-01-16
E01082,VU0094,S013,Quiz: Acute Kidney Injury,18,25,2025-03-08
E01687,VU0146,S002,Quiz: Cardiology ECG,20,25,2025-02-21
E01355,VU0118,S003,OSCE: Communication Station,75.7,100,2025-02-05
E01514,VU0131,S011,Quiz: Pulmonary Embolism,19,,2025-02-09
E00501,VU0044,S020,OSCE: Pre-Clerkship Capstone,80.3,100,2025-01-12
E00707,VU0061,S017,Quiz: Sepsis Bundles,21,25,2025-01-30
